credit_score,monthly_income,employment_type,loan_purpose,approved_amount,interest_rate,tenure_months,emi,income_multiplier
762,67777,salaried,education,542000,10.14,24,25055.77,8
542,49241,salaried,home,98000,16.74,60,2433.79,2
551,48410,business,business,87000,16.47,24,4286.21,2
672,64803,self_employed,home,275000,12.84,36,9258.64,5
736,50710,self_employed,education,216000,10.92,48,5561.81,5
757,31729,salaried,education,254000,10.29,60,5429.57,8
740,43161,self_employed,education,183000,10.8,60,3970.07,5
677,29446,self_employed,business,125000,12.69,12,11159.63,5
669,27863,salaried,vehicle,139000,12.93,24,6618.84,5
710,17730,salaried,personal,89000,11.7,36,2931.88,5
745,36879,salaried,personal,184000,10.65,36,6006.48,5
529,108748,salaried,personal,217000,17.13,48,6290.55,2
600,49019,self_employed,education,83000,15.0,36,2888.78,2
603,39239,salaried,business,196000,14.91,60,4658.27,5
789,39273,business,home,283000,9.5,24,12983.36,8
736,18479,self_employed,education,79000,10.92,48,2026.76,5
707,50099,self_employed,vehicle,213000,11.79,48,5585.14,5
728,70299,business,medical,316000,11.16,48,8200.79,5
789,28891,self_employed,personal,196000,9.5,48,4935.75,8
674,42849,self_employed,personal,182000,12.78,36,6116.75,5
789,78459,self_employed,vehicle,534000,9.5,36,17090.3,8
604,55938,self_employed,personal,238000,14.88,36,8227.33,5
473,34353,salaried,business,69000,18.81,60,1775.1,2
620,68370,salaried,vehicle,342000,14.4,36,11750.19,5
759,51193,self_employed,personal,348000,10.23,12,30642.38,8
488,23780,salaried,medical,48000,18.36,24,2382.72,2
710,25574,salaried,business,128000,11.7,48,3348.59,5
788,28689,salaried,education,230000,9.5,12,20124.52,8
504,39750,salaried,business,80000,17.88,48,2330.34,2
786,30386,student,education,122000,9.5,12,10657.61,8
682,21777,salaried,vehicle,109000,12.54,60,2451.92,5
601,13252,self_employed,vehicle,56000,14.97,60,1339.05,5
655,34565,business,personal,156000,13.35,12,13918.2,5
799,35008,self_employed,medical,238000,9.5,48,5980.7,8
533,34511,self_employed,business,59000,17.01,12,5351.18,2
699,32946,salaried,home,165000,12.03,24,7756.87,5
698,23486,salaried,home,117000,12.06,24,5531.21,5
773,18516,student,education,74000,9.81,36,2383.24,8
577,57491,salaried,medical,115000,15.69,24,5612.9,2
648,36950,self_employed,medical,157000,13.56,12,14067.56,5
597,10377,salaried,business,21000,15.09,12,1874.15,2
663,15963,salaried,business,80000,13.11,48,2145.7,5
772,56453,business,vehicle,406000,9.84,60,8604.18,8
638,65974,salaried,business,330000,13.86,24,15816.33,5
622,14266,self_employed,vehicle,61000,14.34,36,2082.34,5
705,40259,self_employed,personal,171000,11.85,36,5670.83,5
536,31344,business,business,56000,16.92,36,2009.29,2
639,41779,business,medical,188000,13.83,60,4358.09,5
693,62269,business,education,280000,12.21,36,9335.21,5
674,60296,salaried,business,301000,12.78,36,10126.22,5
615,17736,salaried,business,89000,14.55,24,4281.06,5
766,32149,business,vehicle,231000,10.02,24,10683.65,8
793,34020,salaried,home,272000,9.5,36,8718.23,8
688,22127,salaried,home,111000,12.36,36,3693.74,5
657,26731,salaried,vehicle,134000,13.29,12,11955.94,5
683,40609,salaried,education,203000,12.51,60,4569.17,5
727,19490,business,personal,88000,11.19,24,4095.68,5
709,20615,self_employed,vehicle,88000,11.73,24,4113.42,5
715,32496,salaried,personal,162000,11.55,60,3577.5,5
628,27312,salaried,education,137000,14.16,12,12271.81,5
893,46254,salaried,education,370000,9.5,48,9296.41,8
732,26664,salaried,education,133000,11.04,48,3448.39,5
696,52168,salaried,home,261000,12.12,60,5818.18,5
655,36168,salaried,home,181000,13.35,36,6123.88,5
636,29824,salaried,business,149000,13.92,24,7154.09,5
671,43346,self_employed,personal,184000,12.87,60,4179.34,5
593,50865,salaried,education,102000,15.21,60,2431.38,2
732,36326,salaried,medical,182000,11.04,12,16056.49,5
588,26823,salaried,education,54000,15.36,12,4851.23,2
601,33010,salaried,vehicle,165000,14.97,12,14895.13,5
586,33975,self_employed,home,58000,15.42,24,2812.01,2
752,43494,salaried,medical,348000,10.44,36,11299.46,8
651,40474,business,home,182000,13.47,12,16307.95,5
790,20277,salaried,business,162000,9.5,60,3406.96,8
554,25964,salaried,vehicle,52000,16.38,36,1835.42,2
506,31776,salaried,personal,64000,17.82,12,5821.16,2
679,32809,student,education,82000,12.63,60,1850.81,5
765,114170,self_employed,personal,776000,10.05,12,68272.61,8
888,48615,self_employed,medical,331000,9.5,36,10589.56,8
697,19818,student,medical,50000,12.09,60,1104.38,5
866,24863,business,education,179000,9.5,24,8219.56,8
803,41189,salaried,vehicle,330000,9.5,48,8278.52,8
634,61976,self_employed,vehicle,263000,13.98,48,7195.17,5
860,29001,business,medical,209000,9.5,60,4385.43,8
654,34357,self_employed,business,146000,13.38,36,4946.69,5
591,29326,salaried,vehicle,59000,15.27,24,2851.38,2
671,50506,salaried,medical,253000,12.87,48,6758.58,5
664,31934,self_employed,medical,136000,13.08,36,4578.19,5
635,29467,self_employed,medical,125000,13.95,48,3419.09,5
738,43559,self_employed,medical,185000,10.86,12,16349.75,5
770,22606,salaried,vehicle,181000,9.9,60,3833.75,8
618,36806,business,medical,166000,14.46,36,5697.84,5
684,37519,salaried,home,188000,12.48,12,16710.0,5
627,19290,salaried,home,96000,14.19,60,2253.83,5
757,36810,self_employed,education,250000,10.29,36,8110.9,8
679,36111,student,business,90000,12.63,24,4276.28,5
704,18482,salaried,personal,92000,11.88,24,4344.89,5
574,33439,self_employed,home,57000,15.78,36,1992.41,2
648,36455,salaried,business,182000,13.56,12,16328.58,5
764,26487,salaried,business,212000,10.08,60,4510.52,8
478,43046,salaried,education,86000,18.66,36,3141.03,2
589,27175,salaried,personal,54000,15.33,12,4914.01,2
718,52684,salaried,education,263000,11.46,60,5788.03,5
788,25510,self_employed,home,173000,9.5,48,4358.14,8
670,30215,salaried,home,151000,12.9,12,13486.69,5
877,23146,salaried,personal,185000,9.5,24,8502.21,8
695,19637,salaried,business,98000,12.15,12,8730.66,5
687,35022,self_employed,personal,149000,12.39,48,3948.29,5
632,41273,salaried,education,206000,14.04,12,18533.01,5
668,46757,salaried,education,234000,12.96,36,7872.8,5
764,23348,salaried,personal,187000,10.08,60,3976.08,8
715,47141,salaried,vehicle,236000,11.55,24,11045.99,5
658,22032,business,vehicle,99000,13.26,48,2672.68,5
597,22588,salaried,education,45000,15.09,24,2192.38,2
645,32160,salaried,education,161000,13.65,48,4365.94,5
823,24608,salaried,vehicle,197000,9.5,24,9039.0,8
849,35013,salaried,home,280000,9.5,48,7037.18,8
734,21436,salaried,personal,107000,10.98,48,2769.14,5
522,25949,self_employed,personal,44000,17.34,36,1580.27,2
710,71568,business,home,322000,11.7,48,8433.62,5
742,21360,salaried,medical,107000,10.74,24,4964.92,5
572,38140,business,business,69000,15.84,24,3356.24,2
608,61958,salaried,medical,310000,14.76,48,8584.1,5
698,30380,business,business,137000,12.06,24,6439.31,5
578,27505,business,vehicle,50000,15.66,36,1732.33,2
751,44568,salaried,vehicle,357000,10.47,36,11583.67,8
640,25498,salaried,home,127000,13.8,12,11435.05,5
751,44356,salaried,education,355000,10.47,24,16451.7,8
676,68229,salaried,vehicle,341000,12.72,60,7713.39,5
542,45257,salaried,medical,91000,16.74,60,2236.91,2
778,42745,salaried,business,342000,9.66,48,8617.41,8
685,69175,student,education,173000,12.45,48,4592.42,5
452,58691,salaried,business,117000,19.44,48,3537.09,2
594,34847,salaried,home,70000,15.18,36,2422.18,2
733,70159,salaried,home,351000,11.01,36,11486.39,5
795,27313,salaried,medical,219000,9.5,60,4589.0,8
452,23867,salaried,business,48000,19.44,24,2416.44,2
797,18435,salaried,medical,147000,9.5,48,3705.3,8
661,18294,salaried,personal,91000,13.17,12,8177.39,5
587,37612,self_employed,personal,64000,15.39,24,3112.13,2
693,32396,salaried,personal,162000,12.21,60,3620.45,5
478,35306,salaried,business,71000,18.66,36,2576.27,2
732,27784,salaried,personal,139000,11.04,36,4550.79,5
607,46770,salaried,vehicle,234000,14.79,48,6483.49,5
674,49583,business,medical,223000,12.78,24,10584.67,5
628,48975,business,home,220000,14.16,60,5146.35,5
699,13350,salaried,vehicle,67000,12.03,36,2218.11,5
616,46600,salaried,vehicle,233000,14.52,12,20977.8,5
562,66367,self_employed,home,113000,16.14,24,5531.81,2
461,41625,self_employed,personal,71000,19.17,24,3572.95,2
802,43037,self_employed,personal,293000,9.5,60,6146.27,8
794,65348,salaried,medical,523000,9.5,24,24003.65,8
737,18720,self_employed,education,80000,10.89,60,1725.48,5
417,35399,salaried,education,71000,20.49,36,2648.85,2
886,24931,salaried,business,199000,9.5,36,6389.02,8
684,89140,business,education,401000,12.48,48,10658.12,5
550,60986,business,business,110000,16.5,12,9986.05,2
667,44822,business,vehicle,202000,12.99,24,9588.27,5
672,35163,self_employed,home,149000,12.84,24,7093.69,5
633,43964,self_employed,home,187000,14.01,24,8972.03,5
592,31867,salaried,education,64000,15.24,48,1781.54,2
664,33911,salaried,business,170000,13.08,24,8067.51,5
757,25184,salaried,education,201000,10.29,60,4309.58,8
591,42618,salaried,personal,85000,15.27,12,7704.14,2
707,53583,salaried,education,268000,11.79,48,7027.75,5
765,19679,salaried,business,157000,10.05,36,5083.6,8
667,22745,salaried,education,114000,12.99,36,3831.35,5
612,20405,self_employed,vehicle,87000,14.64,60,2046.77,5
593,40842,self_employed,business,69000,15.21,12,6273.76,2
845,36356,salaried,business,291000,9.5,36,9316.72,8
736,21441,self_employed,personal,91000,10.92,12,8050.51,5
675,33672,self_employed,vehicle,143000,12.75,48,3821.52,5
639,88689,salaried,home,443000,13.83,60,10279.24,5
511,27771,salaried,medical,56000,17.67,60,1400.46,2
564,32083,salaried,home,64000,16.08,12,5824.32,2
782,57467,business,vehicle,414000,9.54,60,8698.01,8
645,11097,self_employed,education,47000,13.65,36,1603.91,5
714,39601,student,home,99000,11.58,12,8776.85,5
706,18857,business,personal,85000,11.82,24,3987.53,5
585,43411,self_employed,vehicle,74000,15.45,48,2070.75,2
583,37638,salaried,education,75000,15.51,36,2628.37,2
638,32256,business,education,145000,13.86,12,13023.47,5
535,24751,salaried,business,50000,16.95,36,1763.68,2
801,50668,salaried,business,405000,9.5,12,35542.47,8
626,47837,salaried,personal,239000,14.22,48,6562.6,5
745,41886,salaried,personal,209000,10.65,12,18475.7,5
768,19998,business,business,144000,9.96,60,3056.58,8
672,64126,salaried,business,321000,12.84,24,15219.46,5
734,41150,salaried,personal,206000,10.98,36,6734.11,5
545,36203,salaried,medical,72000,16.65,36,2568.91,2
631,36764,self_employed,home,156000,14.07,12,14034.12,5
661,21461,salaried,medical,107000,13.17,48,2887.89,5
660,11817,business,home,53000,13.2,48,1431.89,5
691,47319,salaried,home,237000,12.27,12,21051.35,5
813,22146,salaried,business,177000,9.5,24,8134.91,8
776,27108,salaried,personal,217000,9.72,48,5471.15,8
643,46200,salaried,vehicle,231000,13.71,36,7862.64,5
508,14790,salaried,home,30000,17.76,48,865.24,2
676,32930,salaried,education,165000,12.72,60,3722.8,5
695,88398,salaried,vehicle,442000,12.15,24,20837.17,5
678,30605,salaried,medical,153000,12.66,60,3455.29,5
585,28970,business,business,52000,15.45,48,1463.19,2
875,12979,student,business,52000,9.5,60,1090.35,8
652,33912,business,vehicle,153000,13.44,24,7286.7,5
525,25314,salaried,business,51000,17.25,48,1467.48,2
574,37834,business,vehicle,68000,15.78,24,3327.33,2
548,52845,salaried,medical,106000,16.56,48,3025.71,2
693,30917,salaried,vehicle,155000,12.21,48,4086.88,5
844,36846,business,business,265000,9.5,36,8498.15,8
618,52522,business,business,236000,14.46,12,21272.44,5
688,28566,business,vehicle,129000,12.36,12,11442.91,5
757,35437,self_employed,medical,241000,10.29,12,21217.85,8
574,37569,self_employed,personal,64000,15.78,36,2238.51,2
663,22515,salaried,personal,113000,13.11,24,5357.9,5
555,21669,business,medical,39000,16.35,12,3545.41,2
718,31982,salaried,business,160000,11.46,24,7487.41,5
596,29797,business,home,54000,15.12,48,1495.96,2
676,22956,self_employed,home,98000,12.72,36,3274.15,5
779,42231,business,personal,304000,9.63,36,9758.57,8
599,40973,salaried,personal,82000,15.03,48,2281.89,2
797,49845,self_employed,medical,339000,9.5,24,15562.55,8
753,46899,self_employed,personal,319000,10.41,24,14776.69,8
817,16650,salaried,business,133000,9.5,48,3346.6,8
654,27441,salaried,personal,137000,13.38,36,4648.16,5
764,46467,salaried,business,372000,10.08,48,9442.64,8
795,60976,self_employed,education,415000,9.5,24,19038.01,8
673,20600,self_employed,education,88000,12.81,60,1983.58,5
643,27065,self_employed,personal,115000,13.71,36,3915.23,5
747,57038,salaried,vehicle,285000,10.59,24,13237.98,5
700,24071,self_employed,personal,102000,12.0,12,9089.41,5
707,57385,salaried,medical,287000,11.79,60,6352.15,5
611,19088,salaried,personal,95000,14.67,24,4612.68,5
594,35675,self_employed,personal,61000,15.18,12,5479.11,2
596,35672,salaried,personal,71000,15.12,36,2477.38,2
581,18988,salaried,vehicle,38000,15.57,12,3438.01,2
642,24091,business,education,108000,13.74,48,2948.44,5
705,47856,student,business,120000,11.85,48,3141.84,5
516,35763,salaried,personal,72000,17.52,12,6541.18,2
894,22017,self_employed,education,150000,9.5,36,4795.96,8
641,14016,self_employed,business,60000,13.77,36,2029.29,5
709,67865,salaried,education,339000,11.73,12,30105.89,5
708,21010,salaried,medical,105000,11.76,60,2324.12,5
773,32129,salaried,personal,257000,9.81,60,5437.26,8
687,42006,salaried,home,210000,12.39,36,7015.27,5
707,39272,self_employed,vehicle,167000,11.79,12,14813.32,5
816,45521,business,medical,328000,9.5,24,15048.73,8
818,25136,salaried,business,201000,9.5,60,4223.28,8
731,60466,business,education,272000,11.07,24,12690.74,5
756,47264,salaried,personal,378000,10.32,24,17504.17,8
670,21142,business,business,95000,12.9,12,8493.23,5
746,19365,self_employed,business,82000,10.62,36,2679.72,5
602,71051,salaried,education,355000,14.94,24,17215.06,5
642,30191,self_employed,vehicle,128000,13.74,24,6145.0,5
538,24301,self_employed,business,41000,16.86,36,1470.03,2
680,17280,salaried,home,86000,12.6,48,2300.84,5
641,43540,business,business,196000,13.77,12,17570.9,5
818,42442,self_employed,business,289000,9.5,60,6061.33,8
546,42936,salaried,home,86000,16.62,12,7816.49,2
672,43747,student,home,109000,12.84,60,2479.51,5
604,47828,self_employed,medical,203000,14.88,12,18335.41,5
646,48796,salaried,business,244000,13.62,36,8293.84,5
767,45042,self_employed,personal,306000,9.99,60,6506.22,8
543,28729,salaried,vehicle,57000,16.71,12,5232.67,2
746,24255,self_employed,medical,103000,10.62,36,3356.44,5
729,60511,student,vehicle,151000,11.13,60,3298.97,5
737,25228,salaried,personal,126000,10.89,24,5872.88,5
847,51540,self_employed,education,350000,9.5,60,7360.57,8
740,78230,student,personal,196000,10.8,60,4232.83,5
680,14333,salaried,personal,72000,12.6,48,1908.51,5
572,37384,salaried,medical,75000,15.84,48,2112.88,2
766,47342,salaried,personal,379000,10.02,24,17480.58,8
586,19489,salaried,home,39000,15.42,24,1897.75,2
777,18928,salaried,business,151000,9.69,48,3818.02,8
644,15544,self_employed,medical,66000,13.68,24,3161.95,5
768,59962,salaried,education,480000,9.96,12,42164.44,8
703,33986,business,education,153000,11.91,12,13582.2,5
704,35666,salaried,personal,178000,11.88,24,8384.72,5
646,91586,self_employed,business,389000,13.62,24,18618.95,5
773,33516,salaried,medical,268000,9.81,24,12349.33,8
731,43660,business,business,196000,11.07,12,17370.94,5
613,37033,salaried,vehicle,185000,14.61,60,4367.36,5
730,25860,salaried,home,129000,11.1,12,11433.91,5
761,19086,salaried,business,153000,10.17,24,7058.11,8
529,15788,self_employed,education,27000,17.13,12,2449.66,2
573,37598,salaried,education,75000,15.81,12,6815.99,2
736,19755,self_employed,education,84000,10.92,48,2166.74,5
686,44400,salaried,medical,222000,12.42,60,4985.62,5
675,18226,salaried,personal,91000,12.75,48,2433.61,5
676,79035,business,medical,356000,12.72,60,8041.5,5
617,49762,salaried,medical,249000,14.49,60,5852.84,5
651,30826,salaried,medical,154000,13.47,48,4171.06,5
664,40824,salaried,business,204000,13.08,36,6885.54,5
673,19920,salaried,home,100000,12.81,24,4726.39,5
467,57818,salaried,home,116000,18.99,60,2999.06,2
760,28274,salaried,personal,226000,10.2,36,7319.86,8
641,22483,business,business,101000,13.77,36,3446.61,5
839,57059,business,education,411000,9.5,12,36023.15,8
820,29405,salaried,medical,235000,9.5,12,20626.83,8
659,21187,self_employed,education,90000,13.23,36,3043.99,5
708,47443,salaried,education,237000,11.76,12,21050.07,5
743,31207,salaried,education,156000,10.71,12,13769.93,5
710,38633,salaried,vehicle,193000,11.7,48,5058.39,5
792,104124,salaried,home,833000,9.5,36,26683.34,8
667,20514,salaried,home,103000,12.99,60,2333.34,5
672,22703,salaried,vehicle,114000,12.84,12,10130.42,5
602,50493,salaried,home,252000,14.94,12,22780.33,5
758,41097,business,vehicle,296000,10.26,36,9584.05,8
748,53195,salaried,education,266000,10.56,12,23452.82,5
647,51528,business,personal,232000,13.59,36,7878.93,5
634,27758,salaried,home,139000,13.98,48,3791.33,5
608,25933,salaried,medical,130000,14.76,12,11688.83,5
658,16195,self_employed,home,69000,13.26,60,1575.24,5
621,73081,salaried,home,365000,14.37,12,32872.46,5
437,55487,salaried,vehicle,111000,19.89,36,4118.01,2
625,20864,self_employed,vehicle,89000,14.25,24,4268.01,5
711,31798,salaried,personal,159000,11.67,36,5255.83,5
693,31287,self_employed,medical,133000,12.21,24,6272.44,5
662,34838,student,medical,87000,13.14,48,2342.65,5
656,66289,salaried,home,331000,13.32,12,29653.65,5
625,37760,business,personal,170000,14.25,24,8178.46,5
550,37695,business,home,68000,16.5,36,2402.26,2
819,23975,salaried,personal,192000,9.5,48,4818.65,8
719,34596,salaried,business,173000,11.43,12,15323.3,5
703,22537,salaried,education,113000,11.91,24,5299.8,5
717,24092,salaried,education,120000,11.49,24,5642.03,5
668,18894,salaried,education,94000,12.96,60,2147.57,5
669,26437,business,education,119000,12.93,12,10622.03,5
620,45945,salaried,education,230000,14.4,36,7896.19,5
620,34735,salaried,education,174000,14.4,60,4077.27,5
812,52781,self_employed,education,359000,9.5,12,31470.58,8
769,26629,self_employed,home,181000,9.93,36,5837.09,8
