session_id,declared_age,video_estimated_age,age_discrepancy,location_mismatch_km,face_liveness_score,speech_consistency_score,device_fingerprint_seen_before,application_speed_seconds,fraud_label
7003b678-fea,29,30,1,17.3,0.7925,0.7449,1,126.0,0
b583a594-08c,22,32,10,1.5,0.6101,0.7953,1,168.4,0
c5bc3ec0-cfb,26,21,5,9.7,0.6919,0.9017,1,122.0,0
33358cec-9ff,24,18,6,42.6,0.9201,0.7249,1,78.1,0
be179029-103,34,37,3,8.1,0.6121,0.6181,1,180.4,0
40eb0e47-733,44,52,8,14.8,0.8808,0.6902,1,108.9,0
84d24edc-d9f,45,53,8,8.6,0.8179,0.6155,1,50.3,0
cb7e774e-888,26,36,10,21.0,0.502,0.8603,1,175.4,0
f10a016a-f57,24,27,3,3.2,0.7663,0.811,0,135.4,0
a0e69f1f-0fc,51,55,4,1.5,0.9542,0.7975,1,101.3,0
fd10ecc5-54f,43,35,8,26.5,0.748,0.4577,1,90.0,0
68789982-ab5,23,32,9,6.0,0.9622,0.8932,1,203.5,0
a23b2221-991,30,41,11,7.4,0.6736,0.6781,1,128.9,0
aaed7f5f-78b,36,25,11,100.7,0.8243,0.9899,0,63.8,1
01ec843b-ed1,55,45,10,9.2,0.406,0.7494,1,131.5,1
83bf2fbf-043,23,27,4,24.9,0.6517,0.9489,1,142.7,0
2b5faf02-f75,23,18,5,2.1,0.6785,0.849,1,128.0,0
d948aead-aab,46,58,12,11.2,0.7554,0.865,0,142.0,0
a0103a13-d93,39,31,8,5.4,0.7921,0.689,1,104.9,0
6bff3b8d-3d1,43,39,4,1.0,0.8413,0.5414,0,65.7,0
7d32a0a9-ff7,32,32,0,48.7,0.645,0.9432,1,92.1,0
72af9afd-0ce,60,66,6,6.5,0.9526,0.865,1,62.3,0
ea919331-8f4,25,26,1,8.1,0.962,0.8092,0,138.4,0
c220e5b8-df8,26,28,2,32.1,0.9616,0.7028,1,99.1,0
3a11d180-686,39,47,8,51.3,0.6631,0.7768,1,90.9,0
42ddd92c-0db,51,46,5,9.3,0.769,0.7817,0,48.8,0
e7f897b4-a6f,23,19,4,7.4,0.4591,0.53,1,149.4,0
8d34a8dd-0f2,64,55,9,2.4,0.6414,0.5634,1,119.9,0
7500e4ec-b94,55,65,10,12.0,0.9124,0.771,1,82.5,0
eed0594d-bc6,48,38,10,23.9,0.8006,0.5743,1,190.2,0
7d871b63-eff,41,53,12,9.6,0.8629,0.4479,1,135.9,1
006dac85-a61,52,57,5,1.5,0.7215,0.6668,1,135.5,0
8da705bd-ab7,37,33,4,1.1,0.896,0.9919,0,115.9,0
ddcfb82c-a81,58,68,10,0.6,0.8888,0.8141,0,131.4,0
14f6b0b6-25c,56,55,1,40.7,0.472,0.9459,1,104.2,0
1e4f9bb0-712,30,22,8,0.8,0.9414,0.9825,1,111.0,0
0af3ec67-0e2,30,19,11,17.4,0.7004,0.6602,1,119.6,0
9895ad75-f85,39,48,9,19.3,0.6156,0.8551,1,105.6,0
84ce71b0-577,62,59,3,59.4,0.7905,0.8259,1,105.5,0
e7eeec20-302,40,34,6,11.4,0.7577,0.8097,0,90.9,0
58cdd670-fa9,54,66,12,1.6,0.8969,0.5931,1,86.7,0
36602444-618,26,26,0,69.8,0.8272,0.7813,0,112.6,0
0b8a375e-6fc,25,25,0,19.4,0.9658,0.3389,0,156.6,0
2d7131a1-092,49,48,1,9.3,0.9763,0.651,1,92.0,0
01954137-1c2,23,23,0,1.6,0.5358,0.4533,1,107.9,1
536beac7-675,22,20,2,29.2,0.8221,0.8309,1,64.0,0
f297cef7-d02,24,34,10,7.4,0.5984,0.9246,0,184.2,1
cc07b221-feb,63,68,5,56.2,0.7546,0.9225,0,158.0,0
894f6a33-096,52,50,2,16.6,0.4663,0.4753,1,74.5,1
f8bb9432-2fb,58,48,10,20.4,0.7752,0.7057,1,152.1,0
1166c523-20c,49,61,12,35.1,0.805,0.5775,1,112.5,0
81b69cb1-182,53,52,1,4.0,0.8017,0.7183,1,114.6,0
82584db3-2ce,50,53,3,22.9,0.8676,0.865,1,147.0,0
92d17dc6-d62,58,62,4,0.3,0.9054,0.9537,0,148.1,0
71537315-277,40,51,11,5.2,0.9534,0.7946,0,87.5,0
4451bc90-2ef,42,33,9,3.8,0.8468,0.6838,0,110.0,0
5aa92fcf-c10,22,28,6,6.6,0.7639,0.3839,0,108.2,0
f29871cb-fa3,34,46,12,64.3,0.6521,0.6608,1,140.2,0
63af420a-426,40,35,5,63.3,0.8064,0.7784,1,161.8,0
f82c6f8c-4c2,37,47,10,42.0,0.6928,0.8119,0,100.2,0
425fa902-f5d,25,19,6,9.4,0.8664,0.3824,1,78.0,0
01c9429b-c66,37,29,8,13.9,0.7085,0.5919,1,80.0,0
0588eb96-972,52,50,2,15.5,0.972,0.6232,1,111.0,0
58a3eab7-e9f,55,63,8,11.9,0.7809,0.9018,0,111.2,0
9b05dd30-123,35,28,7,17.0,0.9789,0.861,0,150.0,0
a2d1f8d7-3e5,63,75,12,8.2,0.57,0.9089,1,97.2,1
9a80e53a-89f,62,65,3,19.3,0.6343,0.8953,0,223.1,0
99cdf9fb-fc3,59,60,1,8.8,0.6996,0.8907,1,162.1,0
ce8490f5-313,24,18,6,11.0,0.9497,0.8796,0,115.8,0
c402c93c-9f1,64,53,11,6.8,0.7322,0.9851,1,82.8,0
3f3fce19-6ca,59,53,6,5.0,0.8704,0.9019,1,103.9,0
ad9f51f4-bc3,27,39,12,11.7,0.8667,0.4675,0,105.8,1
baeb12a5-0c7,43,36,7,4.6,0.6791,0.4655,0,73.9,0
35e55904-9c7,57,65,8,1.0,0.7147,0.3887,0,172.5,0
f58c1159-1be,59,52,7,3.3,0.7558,0.7716,1,118.8,0
c534ef87-fc0,43,53,10,12.4,0.2564,0.4163,1,159.8,0
645a83b2-17c,63,59,4,7.8,0.6901,0.8358,1,54.7,0
214b7cab-b9c,62,52,10,0.4,0.8938,0.7253,0,162.0,0
d6e59b7b-40d,59,52,7,7.9,0.9263,0.6934,1,170.6,0
745d853e-6a0,49,58,9,13.5,0.8606,0.7935,1,55.3,0
0a97cdad-98c,54,53,1,21.9,0.8593,0.7778,1,90.0,0
ef3d96ed-392,25,18,7,8.5,0.771,0.4866,1,198.2,0
eb0271e4-29f,21,18,3,0.2,0.9808,0.8085,1,124.1,0
54a87ccb-e3c,21,18,3,0.3,0.8466,0.3888,1,95.4,0
f8f2de91-d4f,27,25,2,6.8,0.4163,0.8613,1,54.8,0
a4dff8c5-aaa,23,34,11,26.0,0.8294,0.8035,1,124.0,0
061bf280-10c,41,48,7,4.7,0.8581,0.955,0,111.5,0
482a08af-b91,58,56,2,45.8,0.8366,0.4474,1,79.7,0
b604ff4d-02a,36,35,1,1.5,0.6282,0.5577,1,140.8,0
637b0991-932,51,46,5,17.3,0.684,0.9578,1,87.3,0
37dea5fb-f0b,38,45,7,3.5,0.4045,0.6267,1,117.8,0
d2bc3bb3-541,54,59,5,38.5,0.82,0.8411,0,146.8,0
d27a5eba-f9a,56,52,4,23.7,0.8278,0.916,1,41.8,0
044d8de5-a11,50,55,5,3.5,0.8286,0.742,0,173.0,0
f06c218d-f33,44,44,0,7.4,0.7042,0.8149,1,140.1,0
1f7114e8-1af,48,39,9,4.1,0.9859,0.8594,0,114.6,0
6b9bd97e-34f,24,35,11,1.3,0.8296,0.8122,1,89.0,0
ed89c56d-a01,26,27,1,13.2,0.9305,0.6505,1,168.9,0
22f06f73-13f,64,53,11,16.3,0.4927,0.5912,1,100.8,0
6fd7c724-cb8,41,33,8,21.4,0.6064,0.7455,1,120.0,0
51c82a25-e49,46,40,6,42.8,0.401,0.9158,1,100.5,0
52b2aefd-bf6,25,18,7,19.9,0.5458,0.712,1,183.8,0
1158d2a6-fa1,33,41,8,2.0,0.7159,0.9225,1,169.0,0
3344d00e-631,33,43,10,9.1,0.9009,0.8188,0,108.1,0
57333cae-3e8,62,60,2,28.4,0.7057,0.7661,0,102.9,0
588a529d-be2,22,18,4,12.2,0.6841,0.4815,1,128.6,0
87509571-36c,33,33,0,27.8,0.8342,0.5833,1,151.1,0
6c22eb26-06c,63,67,4,5.8,0.6943,0.7815,1,98.6,0
154f71de-c94,36,31,5,1.1,0.9376,0.5676,1,49.8,0
55c77065-e9e,50,57,7,24.9,0.8986,0.5365,0,85.2,0
4d0dec8f-4d0,35,24,11,26.5,0.6037,0.5297,1,104.8,0
ec4453f1-7f3,33,33,0,70.2,0.9558,0.7925,1,61.4,0
1758da17-da0,59,56,3,3.1,0.7772,0.7446,1,75.1,0
bdad7037-186,42,34,8,11.4,0.8222,0.9341,0,115.7,0
faadcdec-ae9,38,47,9,5.7,0.8076,0.9096,1,64.0,0
b5f08764-3b2,42,33,9,11.2,0.4498,0.6871,1,92.8,0
9e07ec37-485,50,54,4,6.9,0.8616,0.494,1,95.4,0
6a327e52-213,46,37,9,6.6,0.7627,0.72,1,193.4,0
95be9060-c12,33,45,12,49.5,0.8321,0.7849,1,71.9,0
366e90fa-86d,60,64,4,11.5,0.8357,0.5743,0,132.3,0
875dc1f9-b66,58,50,8,14.3,0.5459,0.675,0,66.2,0
0f183481-4e1,52,46,6,17.9,0.7269,0.7434,0,168.1,0
e1c0ba4e-27d,30,33,3,17.6,0.8833,0.8496,1,105.7,0
6d0e5b07-4c1,58,56,2,5.4,0.7984,0.2745,1,143.8,0
19600b34-667,43,31,12,15.7,0.8608,0.3536,1,60.8,0
b9c7f884-329,50,42,8,4.5,0.6865,0.7946,0,73.2,0
6a17a306-82e,27,35,8,18.6,0.4732,0.7951,0,131.3,0
8d6a19c3-991,28,39,11,30.0,0.519,0.9082,1,126.3,0
021fe1a0-644,55,61,6,8.3,0.7715,0.6774,1,119.5,0
5aa17905-637,50,40,10,6.9,0.8342,0.3231,1,147.8,1
03784ef4-b32,24,34,10,6.7,0.3873,0.821,1,163.7,1
b03ce3b2-e0f,64,73,9,5.9,0.6042,0.6851,1,47.2,0
4c786561-fd5,28,18,10,15.3,0.9302,0.7265,1,114.4,0
6a57b4dd-0ee,24,18,6,7.2,0.8631,0.7539,1,99.7,0
87547fd4-d2f,45,36,9,10.0,0.8271,0.8009,1,124.4,0
1b94d384-e16,35,34,1,9.9,0.8058,0.9464,0,196.4,0
f38c0f49-f48,42,31,11,37.9,0.3472,0.3924,0,110.6,1
a8efc53d-754,59,47,12,16.4,0.821,0.7847,0,123.9,0
6a961b8a-c79,44,32,12,15.2,0.3653,0.595,0,101.2,0
852cacd0-23f,43,41,2,26.8,0.7683,0.9522,1,122.3,0
d50192ed-cb8,39,28,11,12.4,0.8684,0.9543,0,131.6,0
803d50c8-5cc,54,55,1,24.4,0.8956,0.9768,1,219.5,0
70c84f91-075,25,20,5,37.9,0.8352,0.9832,1,192.9,0
53e12e1b-e5f,32,30,2,3.9,0.8264,0.4525,1,149.1,0
ad7476ce-d79,63,51,12,2.2,0.3033,0.8721,0,180.4,0
d806e1c6-676,57,46,11,9.2,0.8976,0.5509,1,142.8,0
0556fd59-fe6,25,18,7,4.1,0.7702,0.6641,1,124.7,0
8ea76d37-ce2,58,63,5,9.8,0.4795,0.6059,0,119.0,0
f4e7a464-2d5,23,30,7,2.6,0.9993,0.5344,1,213.3,0
71e5faca-1b6,30,31,1,9.9,0.6658,0.7803,1,100.6,0
71962502-4a8,21,18,3,26.0,0.6007,0.8704,1,88.9,0
11889673-73c,28,21,7,2.0,0.9762,0.3749,1,131.4,0
66bb4c37-ad8,53,53,0,11.8,0.8623,0.89,1,58.6,0
54f19efb-05b,53,51,2,13.4,0.7071,0.8982,1,105.9,0
637f7d61-ab6,43,32,11,2.2,0.7413,0.6036,1,57.8,0
fb03056c-b14,41,32,9,15.8,0.7539,0.944,0,108.7,0
92e4f743-dd8,58,51,7,58.7,0.9928,0.7291,1,84.4,0
e2ec7e27-e2c,29,40,11,17.8,0.7164,0.9,0,130.4,0
7f3f7570-749,60,68,8,21.0,0.9291,0.8634,1,88.2,0
3fb45b71-523,27,31,4,7.1,0.6619,0.5684,1,132.7,0
62d43831-6a0,27,18,9,31.9,0.6207,0.6404,1,50.1,0
d2798e4f-2ca,63,66,3,3.4,0.9188,0.7611,1,124.3,0
f9ba56cd-e81,26,22,4,42.7,0.7088,0.7748,0,130.0,0
8c74c74d-222,59,69,10,33.2,0.6979,0.9647,1,159.5,0
e89f452c-c55,36,28,8,3.5,0.3987,0.6751,0,99.7,0
3fac8acc-40e,53,60,7,0.1,0.7318,0.7671,0,122.8,0
642832d0-226,30,22,8,2.8,0.6682,0.7672,1,87.5,0
889d0797-5ad,47,48,1,13.8,0.6055,0.7617,0,117.1,0
cc4c2a75-1c3,30,30,0,59.5,0.6796,0.9551,1,131.2,0
aa92dd42-c68,24,24,0,34.6,0.6465,0.3782,1,120.2,0
746710d0-ae5,53,61,8,29.8,0.7849,0.4237,1,181.8,0
1566d59d-575,47,57,10,22.9,0.9695,0.6984,0,103.6,0
abae0e5a-18f,49,42,7,0.1,0.8315,0.6076,0,118.3,0
5e93d86c-29f,59,68,9,63.0,0.8357,0.9099,1,89.5,0
840d4771-d70,49,44,5,26.4,0.9553,0.623,1,144.2,0
48407bd5-a9a,46,43,3,1.9,0.51,0.9619,1,68.4,0
e0f44c46-6c0,26,37,11,4.7,0.9662,0.8714,1,108.1,0
28895b66-ab6,34,45,11,4.2,0.8946,0.9958,1,170.3,0
5dbf4a98-eb3,52,48,4,5.1,0.6514,0.9533,0,139.8,0
543782fb-e53,42,45,3,11.3,0.7504,0.8539,1,183.1,0
123d87a9-956,28,19,9,10.3,0.7325,0.8678,1,69.8,0
9d39a415-373,39,50,11,16.3,0.8655,0.4672,0,89.5,0
9c893351-e01,36,36,0,6.9,0.6005,0.6039,0,167.9,0
dc0b6ce9-173,41,29,12,12.0,0.7156,0.9609,1,35.2,0
c36f3b32-b79,47,37,10,9.1,0.9592,0.5148,1,48.7,0
a888fc97-744,49,61,12,10.5,0.8352,0.7864,1,91.1,0
67b923d5-3c4,50,55,5,8.8,0.9187,0.6122,1,176.9,0
f3547b27-f14,51,40,11,24.2,0.8461,0.5344,0,113.1,0
bafb450f-8eb,64,68,4,30.9,0.7736,0.9116,1,80.8,0
83264a4c-366,55,49,6,12.3,0.8924,0.6607,1,115.9,0
08a96ce3-13c,54,59,5,0.2,0.5954,0.8346,0,70.3,0
8d76cebb-30b,51,62,11,0.2,0.7243,0.9745,0,142.7,0
45defd8b-389,30,24,6,0.8,0.6955,0.6017,1,128.0,0
745309f3-dfd,51,41,10,15.3,0.7581,0.9659,1,97.9,0
c854fad6-30a,24,33,9,1.4,0.8375,0.7912,0,106.8,0
853b284a-f3d,51,41,10,7.1,0.4493,0.7025,1,79.8,0
8a31ad1b-ceb,58,46,12,0.1,0.5802,0.6092,1,106.5,1
a80f35b5-763,38,46,8,2.4,0.6668,0.6005,1,147.3,0
1f5ed2e0-bbd,39,48,9,1.6,0.6296,0.7885,0,111.1,0
16257511-52e,63,69,6,1.0,0.5918,0.3854,1,89.5,1
370e9a8e-99f,28,18,10,1.1,0.7699,0.9055,1,201.0,0
fa6cb02e-4a2,64,75,11,5.1,0.4791,0.4984,1,88.7,1
82017d1d-494,35,29,6,3.5,0.7896,0.6749,0,100.8,0
f2f44d76-6a8,60,53,7,2.2,0.5478,0.6203,1,83.6,0
2c7d61bb-6c7,22,18,4,21.9,0.9327,0.9562,1,126.0,0
8231bfca-51e,42,53,11,11.5,0.415,0.7166,1,136.7,1
19f2a83c-340,49,59,10,1.9,0.7898,0.8312,1,110.4,0
ff0ba0f6-6ea,42,33,9,4.7,0.9815,0.547,0,117.5,0
98e9b31b-6be,24,28,4,25.4,0.8221,0.7379,1,64.8,0
c1243fb0-498,39,27,12,13.1,0.6488,0.9781,1,148.7,0
dfeed3d5-3e6,56,56,0,51.3,0.8537,0.562,0,86.8,0
35cc3132-85f,57,48,9,8.0,0.774,0.7489,1,145.2,0
611cbed6-0d9,46,41,5,5.6,0.6809,0.8251,1,81.3,0
4ec86d6f-124,38,29,9,1.0,0.7593,0.493,0,84.5,1
a485f3e3-5c9,26,38,12,35.5,0.4472,0.6679,0,100.4,1
889306dc-3ea,34,23,11,4.4,0.9012,0.535,1,155.9,0
7843bb48-53e,50,58,8,53.6,0.883,0.5365,1,130.6,0
8079c161-4ca,31,19,12,2.8,0.6906,0.6349,0,109.3,0
79f2edfa-fe8,46,49,3,11.1,0.6609,0.7132,1,54.9,0
7d776373-817,45,53,8,2.5,0.7117,0.5534,1,140.0,0
197a18a4-c63,24,26,2,6.9,0.7627,0.7951,0,51.9,0
2e0ac25b-da2,27,29,2,10.3,0.9422,0.6689,0,118.0,0
b303d711-ea8,52,55,3,19.5,0.8072,0.6899,1,143.1,0
6be6a2ee-89f,53,64,11,20.7,0.7613,0.8186,0,176.2,0
447cec9b-183,56,59,3,10.4,0.8536,0.8346,1,36.4,0
21e967ac-6b9,50,55,5,35.2,0.7881,0.6537,1,119.3,0
b851855a-e43,23,18,5,58.6,0.7777,0.7405,0,102.2,0
1d68d2d7-092,24,30,6,2.0,0.7952,0.7127,1,175.1,0
38c5aee6-6bf,63,67,4,40.0,0.8463,0.7831,1,150.4,0
55d8c482-44b,39,51,12,1.0,0.7764,0.8583,0,173.1,0
94e28d69-f86,42,39,3,6.1,0.6876,0.9094,0,193.7,0
b54ba17e-6d8,57,56,1,10.8,0.8136,0.6207,1,10.0,0
f7c7f641-6c4,56,50,6,5.9,0.3709,0.8854,1,70.3,0
db768d64-919,22,34,12,5.9,0.7362,0.6604,0,105.1,0
0861733f-32d,44,51,7,67.6,0.913,0.7616,0,105.7,0
86b699a2-454,50,38,12,18.7,0.6773,0.5003,1,91.6,0
229f32f5-6b9,57,65,8,12.2,0.8992,0.8789,1,128.0,0
b7b78d32-d75,25,31,6,0.7,0.7302,0.6752,1,91.3,0
ab82ae1e-a3f,42,44,2,1.9,0.6956,0.6387,0,124.4,0
dc6d036f-91f,50,40,10,4.7,0.9041,0.7717,0,180.6,0
6f56a419-ca8,24,18,6,20.3,0.9086,0.8902,1,113.9,0
0cb4910d-682,42,43,1,0.6,0.6654,0.8836,1,54.3,0
256b7a0a-ec3,29,18,11,13.2,0.9019,0.5265,1,76.9,0
48409f10-55f,43,49,6,6.0,0.7948,0.7528,1,87.9,0
42a77146-91f,26,18,8,3.4,0.9176,0.4521,1,108.3,0
336cf607-d92,43,54,11,0.1,0.7053,0.6201,1,87.0,0
f7a14e96-5dc,59,57,2,9.7,0.9754,0.6635,1,168.9,0
f3180448-e63,57,68,11,12.7,0.5681,0.7985,1,192.1,0
d70e25f3-edb,31,30,1,5.1,0.7091,0.7543,0,152.7,0
74699d43-32b,23,27,4,0.2,0.5513,0.9225,1,74.1,0
35ddabd8-120,22,18,4,44.9,0.9345,0.8768,1,57.2,0
d8a45117-599,52,59,7,13.6,0.6209,0.6324,1,119.5,0
1bd8600e-caa,52,48,4,48.7,0.8064,0.38,0,105.3,0
caa6c761-bf3,32,36,4,10.3,0.6276,0.4741,0,38.6,1
ec1b88ba-e87,54,64,10,2.1,0.8052,0.7894,1,55.2,0
af7bd613-1f4,27,27,0,49.1,0.8581,0.8537,1,144.2,0
219d7d7b-a14,30,27,3,5.9,0.4332,0.447,1,77.3,0
8f887602-d3b,38,33,5,38.8,0.8087,0.8799,0,168.9,0
01bfc2c9-a1e,63,53,10,20.1,0.7208,0.5974,0,173.5,0
a4c1e118-ec3,21,18,3,17.3,0.7703,0.9868,1,135.8,0
71afa933-ff7,64,59,5,5.5,0.6002,0.8062,1,100.9,0
ca654124-018,43,32,11,10.0,0.6293,0.868,0,125.6,0
5513d6da-dd9,36,47,11,18.4,0.4913,0.4295,1,156.6,1
29c5454c-46e,56,67,11,3.3,0.3473,0.6054,1,135.9,0
47c2a69b-ede,46,54,8,26.4,0.9986,0.4094,1,95.1,0
eba57c31-137,54,63,9,8.2,0.8957,0.8955,1,93.4,0
26ffca9c-214,26,30,4,0.9,0.7852,0.9778,1,126.7,0
d9ab3db9-faa,53,58,5,3.5,0.8202,0.5494,0,141.4,0
92740b36-95f,40,32,8,40.2,0.8894,0.9219,1,154.1,0
9672cc16-5ed,27,35,8,26.2,0.8496,0.7487,1,103.8,0
55ce9f2f-c6b,46,47,1,12.9,0.7519,0.829,0,89.4,0
06e9ae3f-0cd,47,41,6,12.9,0.7655,0.578,1,87.2,0
1daa103d-268,47,41,6,22.1,0.8718,0.683,1,105.0,0
17013e3a-1c3,41,48,7,31.2,0.6785,0.5627,1,108.1,0
f158c520-519,49,43,6,13.1,0.7196,0.559,1,149.5,0
d09ef698-b17,51,42,9,29.8,0.9954,0.8515,0,132.2,0
f054b3f9-5c8,43,37,6,3.5,0.897,0.9405,1,157.0,0
4032e342-724,62,59,3,10.3,0.7513,0.8959,0,118.3,0
fed73cf7-839,58,59,1,69.9,0.496,0.8503,1,55.9,0
b8f2e17e-705,59,53,6,10.2,0.8528,0.7696,1,150.5,0
b43b6945-9b5,28,19,9,8.3,0.8139,0.3437,1,47.4,1
89d0a9f1-015,40,50,10,25.9,0.9094,0.8344,1,161.5,0
e624e3de-b9a,57,66,9,26.3,0.7404,0.8015,1,127.9,0
026a8dad-c58,46,54,8,13.7,0.377,0.9102,1,123.4,0
f4a70bdd-ee9,40,39,1,28.6,0.953,0.6182,1,211.5,0
16489ee9-ae5,47,37,10,11.4,0.8743,0.3604,0,126.6,0
8570aaca-4bb,45,37,8,46.1,0.9486,0.8221,1,166.9,0
a82454af-3ef,24,35,11,7.7,0.8544,0.745,1,83.8,0
9f3542e1-964,50,52,2,8.1,0.5549,0.9322,1,95.2,0
29595823-4b9,51,43,8,3.0,0.8403,0.5969,1,161.8,0
7eff7599-f1c,64,76,12,7.6,0.8742,0.6133,0,97.3,0
97630f24-822,49,48,1,15.5,0.9773,0.7264,1,84.3,0
9697d0cc-b4c,23,18,5,56.4,0.7372,0.7336,0,82.3,0
f0047424-9b7,43,33,10,33.1,0.6795,0.7469,0,165.6,0
90bb7ed3-4df,35,47,12,3.0,0.7372,0.8338,1,134.7,0
ef9164d6-f69,33,32,1,55.2,0.6139,0.7387,1,126.7,0
0f2be121-63d,57,48,9,49.0,0.83,0.8469,1,145.8,0
bb1c1f05-b61,26,18,8,9.4,0.7301,0.7931,0,177.1,0
3e9a925d-2db,28,34,6,6.4,0.9578,0.605,1,162.3,0
67173404-fd9,45,57,12,21.7,0.8018,0.8336,1,106.0,0
e3e2ad65-dd5,21,33,12,1.7,0.7593,0.8566,1,120.0,0
6101ec9a-959,38,45,7,12.0,0.6805,0.6147,1,141.8,0
a9d3f0f8-3dc,35,32,3,5.1,0.9437,0.6857,1,66.4,0
8c1e4c39-e1f,37,43,6,2.3,0.9798,0.6897,1,119.3,0
a1cc5866-0ca,64,72,8,20.7,0.7323,0.462,1,172.5,0
64f104a1-b96,54,46,8,35.8,0.7156,0.6892,1,189.0,0
f8bb83eb-a02,37,31,6,0.6,0.9836,0.9478,1,100.9,0
6611efd6-842,43,37,6,10.8,0.8022,0.5378,1,97.6,0
a91bc453-798,51,45,6,63.4,0.7468,0.6455,1,116.2,0
96f9b842-38d,59,67,8,17.9,0.7384,0.7003,0,121.2,0
2d2ef34f-114,29,36,7,21.2,0.93,0.9077,1,138.2,0
d2a47ce9-7a4,40,29,11,23.1,0.7851,0.8663,1,62.7,0
d15efc6b-062,31,33,2,2.6,0.6263,0.8931,0,128.3,0
a54090c3-25c,60,62,2,23.8,0.742,0.6031,1,135.6,0
88c8b624-bdb,27,25,2,29.9,0.3911,0.9781,1,141.7,0
cb72ca15-e37,64,60,4,2.0,0.9335,0.8675,1,186.0,0
765dba32-5b0,59,68,9,18.3,0.9802,0.9333,0,124.4,0
19cb925a-195,51,44,7,3.3,0.9632,0.8717,0,156.4,0
970fb072-450,53,61,8,19.3,0.9017,0.5848,1,108.7,0
4dcc64a5-546,51,54,3,3.6,0.9322,0.911,0,71.6,0
2a405b56-cd9,59,54,5,22.2,0.9081,0.3256,0,133.7,0
81862356-d27,24,18,6,5.9,0.9125,0.7051,1,163.5,0
32a459ce-552,48,60,12,37.1,0.5689,0.9506,1,110.3,0
b61c78f8-a68,23,18,5,42.7,0.8879,0.6899,1,48.7,0
285c0a06-9e7,45,38,7,2.7,0.7092,0.488,0,110.1,0
1c0e0ae5-793,50,56,6,21.0,0.7977,0.6654,1,160.5,0
4e092b96-6ad,30,40,10,13.3,0.7832,0.9269,0,103.5,0
d7d78883-98e,48,56,8,26.9,0.9738,0.8878,0,161.1,0
dada9af1-eaa,21,26,5,39.7,0.6058,0.7741,1,131.0,0
5b709775-f90,48,36,12,10.9,0.8413,0.8081,1,134.8,0
ef8c8490-7d4,46,52,6,18.4,0.8231,0.8513,1,117.1,0
e226c529-862,34,27,7,64.7,0.7333,0.8313,1,218.0,0
a3581d14-ad2,38,45,7,3.2,0.9355,0.2861,1,107.7,0
04013d17-e29,35,31,4,25.1,0.6109,0.88,1,64.8,0
5c6f7946-1bf,63,72,9,2.8,0.8667,0.8549,0,128.5,0
895eb2c7-12c,36,38,2,26.0,0.8123,0.2886,0,90.5,0
3bd07593-e9c,57,60,3,41.8,0.8081,0.4971,1,77.8,0
174dfa7a-dda,32,34,2,50.4,0.8145,0.8162,1,77.6,0
8f8951a0-e39,38,40,2,5.1,0.8567,0.7281,1,123.8,0
9d0fcff0-816,47,56,9,24.9,0.7097,0.5086,1,10.3,1
bb8cc66a-0f8,25,18,7,12.5,0.8845,0.4043,1,59.9,0
669d624f-286,32,41,9,16.7,0.6901,0.8689,0,174.1,0
ed51ccee-d9c,45,53,8,24.0,0.9431,0.8946,0,208.1,0
b0994b2d-8a8,34,36,2,18.1,0.6392,0.7354,1,152.5,0
f65c74f4-be5,32,24,8,2.2,0.8326,0.783,0,193.3,0
20dcadea-c74,57,50,7,31.5,0.94,0.9037,0,186.6,0
77cc3632-c4b,41,46,5,19.2,0.5827,0.9832,1,33.8,0
da40c8c2-835,30,20,10,1.8,0.8882,0.8165,1,77.1,0
ebea443e-7b4,44,56,12,42.2,0.9684,0.8522,1,114.9,0
18bf5a64-64b,21,18,3,2.2,0.7304,0.6909,1,107.1,0
76f4c2fa-5bd,40,44,4,4.3,0.8493,0.9172,0,210.8,0
b21d40de-32c,52,53,1,3.8,0.8063,0.5866,1,101.9,0
6ddd6559-a35,27,20,7,24.0,0.7329,0.4719,1,115.5,0
85e4bc11-67e,48,57,9,1.9,0.4222,0.8542,0,202.2,1
88d322f9-e97,29,25,4,0.9,0.9217,0.8622,1,114.8,0
7858ae3e-8c6,63,59,4,10.1,0.8744,0.8557,0,135.7,0
347157dc-9cd,28,18,10,3.0,0.9716,0.9213,1,137.3,0
9a8b28a6-195,47,43,4,65.0,0.8043,0.8974,1,72.1,0
dafb98ea-f07,41,41,0,31.9,0.9548,0.851,1,103.9,0
6f7bacd8-37e,33,34,1,3.7,0.4123,0.8991,1,165.1,0
dcfb99e6-820,45,39,6,0.8,0.9037,0.7604,1,119.9,0
6479b998-824,40,48,8,2.5,0.8373,0.7045,0,192.1,0
da9385b7-382,53,52,1,57.7,0.8873,0.6612,1,150.0,0
84acb476-1bd,31,25,6,9.2,0.7207,0.7017,1,99.5,0
287ba9ec-423,26,36,10,24.8,0.9722,0.7305,1,165.4,0
ee2384e0-e2a,26,21,5,4.6,0.6832,0.9753,1,76.6,0
c5c5c5c9-4bc,24,36,12,5.0,0.6977,0.7759,1,136.7,0
6a003823-ed2,46,35,11,36.3,0.7027,0.6044,1,111.6,0
d9fbef21-b74,43,52,9,12.7,0.6946,0.5353,1,114.1,0
bf3a8496-154,40,48,8,25.5,0.7075,0.4484,1,129.5,0
24d4e849-755,43,43,0,9.1,0.5289,0.752,1,91.3,0
